Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,Hello and welcome to our short survey. Your answers are completely anonymous and will be grouped together with all others and not looked at on an individual basis. What is your gender?,What is your age?,Which of the following areas of Illinois do you live in?,"If there are any firearms in your home or in any of your household's vehicles, are they...","If you were to obtain a firearm, how would you most likely store it?","If there are any firearms in your HOME, how are they stored? (please choose all that apply)",,,,,,,"If there are any firearms in any of your household's VEHICLES, how are they stored? (Please choose all that apply)",,,,Are there any children or teens living in your home (permanently or occasionally)?,"When your children or teens visit friends or other homes, do you or someone else ever ask about the presence of firearms and how they are stored?","Are there any children or teens EVER VISITING your home (including grandchildren, other relatives, friends or others)?",Have you ever seen or heard information on how and why to store firearms safely?,Would you consider the area you live to be...?,Age,Device Type,Gender,Household Income,Region
118440714443,453292315,10/11/2023 09:53:19 AM,10/11/2023 09:55:54 AM,,,,,ddfdf74ebad374bd0bc1a01054,smc,Male,55+,"Central (Peoria, Champaign, Springfield, etc.)",No firearms in home or vehicles,Trigger lock,,,,,,,,,,,,No,,No,Yes,Urban/city,> 60,Windows Desktop / Laptop,Male,"$125,000-$149,999",East North Central
118440685807,453292315,10/11/2023 09:26:44 AM,10/11/2023 09:28:28 AM,,,,,87b1fc9ffea725c5e57e9f45e2,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,No,,Yes,Yes,Rural,> 60,MacOS Desktop / Laptop,Male,Prefer not to answer,East North Central
118440666421,453292315,10/11/2023 09:06:36 AM,10/11/2023 09:08:40 AM,,,,,fed557514a3143f49aceb7cd75,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,No,,No,No/don't recall,Suburban,> 60,MacOS Desktop / Laptop,Male,"$200,000+",East North Central
118440627156,453292315,10/11/2023 08:26:09 AM,10/11/2023 08:28:08 AM,,,,,1b06da4b2bba9e157804563f5d,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,Yes,No,,No/don't recall,Suburban,> 60,Android Phone / Tablet,Male,"$75,000-$99,999",East North Central
118440603442,453292315,10/11/2023 08:00:26 AM,10/11/2023 08:02:02 AM,,,,,af89162e4fadae3ebc649a7f4b,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,Yes,Urban/city,> 60,iOS Phone / Tablet,Male,"$10,000-$24,999",East North Central
118440592729,453292315,10/11/2023 07:49:50 AM,10/11/2023 07:50:51 AM,,,,,126e2e8593277385237cacfc66,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,Yes,No,,No/don't recall,Suburban,> 60,Windows Desktop / Laptop,Male,"$100,000-$124,999",East North Central
118440565778,453292315,10/11/2023 07:16:49 AM,10/11/2023 07:19:21 AM,,,,,e4ff1032d0137a5cb246fc2656,smc,Male,55+,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,Yes,No,,No/don't recall,Suburban,45-60,Windows Desktop / Laptop,Male,"$175,000-$199,999",East North Central
118440523424,453292315,10/11/2023 06:16:35 AM,10/11/2023 06:18:53 AM,,,,,3344ec4557f8a75bbccc94cb12,smc,Male,55+,"North West or North Central (Rockford, DeKalb, Moline, Rock Island, etc.)",All Unlocked,,Cable lock,,,,,,,,,,No firearms in any household vehicles,No,,No,Yes,Urban/city,> 60,Windows Desktop / Laptop,Male,"$10,000-$24,999",East North Central
118440519285,453292315,10/11/2023 06:10:19 AM,10/11/2023 06:11:35 AM,,,,,43150c27f093ea621588f234b7,smc,Male,55+,"Central (Peoria, Champaign, Springfield, etc.)",All locked,,,,Locked safe or case (not biometric),,,,,,,,No firearms in any household vehicles,No,,Yes,Yes,Rural,> 60,Windows Desktop / Laptop,Male,"$50,000-$74,999",East North Central
118440499983,453292315,10/11/2023 05:34:22 AM,10/11/2023 05:36:16 AM,,,,,a79a73f2f7b21a15092a24f13f,smc,Female,21-34,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,,,Locked safe or case (not biometric),,,,,,,,No firearms in any household vehicles,Yes,No,,Yes,Suburban,30-44,iOS Phone / Tablet,Female,"$150,000-$174,999",East North Central
118440495865,453292315,10/11/2023 05:27:54 AM,10/11/2023 05:29:55 AM,,,,,5ff9d4165e539d77fcd8fb46f8,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,No,Yes,Suburban,> 60,Windows Desktop / Laptop,Male,"$25,000-$49,999",East North Central
118440358163,453292315,10/11/2023 01:03:31 AM,10/11/2023 01:05:32 AM,,,,,0b28150bbc481a00a8fd1d4b82,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All Unlocked,,,,,,,"Drawer, nightstand or other UNLOCKED area",,,,"Trunk, glovebox, under seat or other hidden but unsecured place",,No,,No,Yes,Suburban,> 60,Windows Desktop / Laptop,Male,"$150,000-$174,999",East North Central
118440321586,453292315,10/10/2023 11:30:28 PM,10/10/2023 11:31:28 PM,,,,,36fe44b46e7a6396c776a6dd42,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,No,,No,Yes,Urban/city,> 60,iOS Phone / Tablet,Male,Prefer not to answer,East North Central
118440302623,453292315,10/10/2023 10:45:05 PM,10/10/2023 10:47:22 PM,,,,,c5280319f4ce740945ee905895,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All Unlocked,,,,,,,"Drawer, nightstand or other UNLOCKED area",,,Locked safe or case (not biometric) secured to vehicle,,,No,,Yes,Yes,Suburban,> 60,Windows Desktop / Laptop,Male,"$200,000+",East North Central
118440293376,453292315,10/10/2023 10:18:22 PM,10/10/2023 10:26:25 PM,,,,,1308bb6d212b9d936bf1db9314,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,Android Phone / Tablet,Male,"$50,000-$74,999",East North Central
118440293412,453292315,10/10/2023 10:23:49 PM,10/10/2023 10:26:00 PM,,,,,6e71a30b786544c72ca701a9ba,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,iOS Phone / Tablet,Male,Prefer not to answer,East North Central
118440288656,453292315,10/10/2023 10:13:32 PM,10/10/2023 10:14:25 PM,,,,,f124ce88989f3cf7e50a16e192,smc,Male,55+,"Central (Peoria, Champaign, Springfield, etc.)",All locked,,,,,,Other type of lock or safe (including locked cabinet or other locked area),,,,,,No firearms in any household vehicles,No,,Yes,Yes,Urban/city,45-60,iOS Phone / Tablet,Male,"$100,000-$124,999",East North Central
118440286404,453292315,10/10/2023 10:07:59 PM,10/10/2023 10:09:14 PM,,,,,0c89b0ed67f9c08413582158bb,smc,Male,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,Yes,Yes,,No/don't recall,Suburban,45-60,iOS Phone / Tablet,Male,"$200,000+",East North Central
118440275438,453292315,10/10/2023 09:44:58 PM,10/10/2023 09:46:15 PM,,,,,273fadf4687cb748489f55d981,smc,Male,55+,"Central (Peoria, Champaign, Springfield, etc.)",No firearms in home or vehicles,"Drawer, nightstand, or other UNLOCKED area in home",,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,Android Phone / Tablet,Male,"$175,000-$199,999",East North Central
118440272871,453292315,10/10/2023 09:39:43 PM,10/10/2023 09:41:03 PM,,,,,c20d2a5cf44c55950a029dc5e2,smc,Male,55+,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)",No firearms in home or vehicles,"Drawer, nightstand, or other UNLOCKED area in home",,,,,,,,,,,,No,,No,Yes,Suburban,> 60,iOS Phone / Tablet,Male,"$25,000-$49,999",East North Central
118440263770,453292315,10/10/2023 09:21:18 PM,10/10/2023 09:22:51 PM,,,,,5e417a2aaafadfb3347ea88015,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,Yes,No/don't recall,Suburban,> 60,Android Phone / Tablet,Male,"$75,000-$99,999",East North Central
118440260953,453292315,10/10/2023 09:15:14 PM,10/10/2023 09:16:47 PM,,,,,4e92aee776f6ce9d8147a5227d,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Drawer, nightstand, or other UNLOCKED area in home",,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,Windows Desktop / Laptop,Male,"$75,000-$99,999",East North Central
118440255504,453292315,10/10/2023 09:03:28 PM,10/10/2023 09:05:23 PM,,,,,4567b4524f2b5fe90b425e97a6,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,Yes,No,,No/don't recall,Suburban,> 60,iOS Phone / Tablet,Male,"$200,000+",East North Central
118440232379,453292315,10/10/2023 08:18:52 PM,10/10/2023 08:20:25 PM,,,,,6d3ab28fb2ae6d6c82e15bd8da,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,No,No/don't recall,Urban/city,> 60,Android Phone / Tablet,Male,"$0-$9,999",East North Central
118440226471,453292315,10/10/2023 08:07:49 PM,10/10/2023 08:09:17 PM,,,,,e2b17aa1b102b9154f1e2a6164,smc,Male,55+,"Central (Peoria, Champaign, Springfield, etc.)",All Unlocked,,,,,,,"Drawer, nightstand or other UNLOCKED area",,,,"Trunk, glovebox, under seat or other hidden but unsecured place",,No,,No,Yes,Suburban,45-60,iOS Phone / Tablet,Male,"$25,000-$49,999",East North Central
118440222050,453292315,10/10/2023 07:59:29 PM,10/10/2023 08:01:19 PM,,,,,aec44eb5bd94fa495df1aeed00,smc,Male,55+,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)",All Unlocked,,,,,Trigger Lock,,,,,,,No firearms in any household vehicles,No,,Yes,Yes,Suburban,> 60,Android Phone / Tablet,Male,"$25,000-$49,999",East North Central
118440218927,453292315,10/10/2023 07:53:26 PM,10/10/2023 07:54:27 PM,,,,,09128fbe0df5079f13010b3911,smc,Male,55+,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)","Some locked, some unlocked",,,,,,Other type of lock or safe (including locked cabinet or other locked area),"Drawer, nightstand or other UNLOCKED area",,,,,No firearms in any household vehicles,No,,Yes,Yes,Rural,> 60,Android Phone / Tablet,Male,"$75,000-$99,999",East North Central
118440211389,453292315,10/10/2023 07:38:29 PM,10/10/2023 07:39:39 PM,,,,,85a54cdf9456179c2bc6849818,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,No,No/don't recall,Urban/city,45-60,Android Phone / Tablet,Male,Prefer not to answer,East North Central
118440204082,453292315,10/10/2023 07:24:09 PM,10/10/2023 07:24:31 PM,,,,,39073c5f7238f8f4148d3a82a3,smc,Male,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,Cable lock,,Locked safe or case (not biometric),Trigger Lock,,,,"Biometric (fingerprint, etc.) safe secured to vehicle",,,,Yes,Yes,,Yes,Suburban,45-60,iOS Phone / Tablet,Male,"$75,000-$99,999",East North Central
118440198730,453292315,10/10/2023 07:13:20 PM,10/10/2023 07:14:45 PM,,,,,161c4071c7f3f67965ed25bb7c,smc,Male,55+,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)",No firearms in home or vehicles,"Drawer, nightstand, or other UNLOCKED area in home",,,,,,,,,,,,No,,No,Yes,Rural,> 60,MacOS Desktop / Laptop,Male,"$50,000-$74,999",East North Central
118440191082,453292315,10/10/2023 06:58:44 PM,10/10/2023 07:00:07 PM,,,,,82867b5a6f46689f957ce80284,smc,Male,55+,"Central (Peoria, Champaign, Springfield, etc.)","Some locked, some unlocked",,,,,,Other type of lock or safe (including locked cabinet or other locked area),,,,,,No firearms in any household vehicles,No,,No,Yes,Suburban,> 60,iOS Phone / Tablet,Male,"$75,000-$99,999",East North Central
118440182743,453292315,10/10/2023 06:41:42 PM,10/10/2023 06:43:33 PM,,,,,4a8f9936a4f1019b27b83fd5b7,smc,Male,35-54,"Central (Peoria, Champaign, Springfield, etc.)","Some locked, some unlocked",,,,,,,"Drawer, nightstand or other UNLOCKED area",,,,,No firearms in any household vehicles,Yes,Children not old enough/don't visit other homes,,Yes,Urban/city,45-60,Android Phone / Tablet,Male,"$50,000-$74,999",East North Central
118440179610,453292315,10/10/2023 06:37:28 PM,10/10/2023 06:38:22 PM,,,,,6075df4ff498e16b572d03a29d,smc,Male,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Drawer, nightstand, or other UNLOCKED area in home",,,,,,,,,,,,No,,Yes,Yes,Suburban,45-60,iOS Phone / Tablet,Male,Prefer not to answer,East North Central
118440176144,453292315,10/10/2023 06:31:05 PM,10/10/2023 06:32:35 PM,,,,,7e92a4242f8b39c8418c5bbba8,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Cable Lock,,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,iOS Phone / Tablet,Male,"$25,000-$49,999",East North Central
118440172251,453292315,10/10/2023 06:24:35 PM,10/10/2023 06:25:36 PM,,,,,e7555d172e05a8ac364887af72,smc,Male,55+,"Central (Peoria, Champaign, Springfield, etc.)",No firearms in home or vehicles,Cable Lock,,,,,,,,,,,,No,,Yes,Yes,Rural,> 60,Windows Desktop / Laptop,Male,"$75,000-$99,999",East North Central
118440166225,453292315,10/10/2023 06:12:19 PM,10/10/2023 06:14:51 PM,,,,,b7e551546233bf6d5a0e0d4f84,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All Unlocked,,,"Biometric (Fingerprint, etc.) safe",Locked safe or case (not biometric),,Other type of lock or safe (including locked cabinet or other locked area),,,"Biometric (fingerprint, etc.) safe secured to vehicle",,"Trunk, glovebox, under seat or other hidden but unsecured place",,Yes,No,,No/don't recall,Urban/city,45-60,iOS Phone / Tablet,Female,"$25,000-$49,999",East North Central
118440166189,453292315,10/10/2023 06:13:41 PM,10/10/2023 06:14:48 PM,,,,,07d54335875cc76990c36d0d93,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,Yes,No,,Yes,Suburban,45-60,iOS Phone / Tablet,Female,"$200,000+",East North Central
118440164799,453292315,10/10/2023 06:12:11 PM,10/10/2023 06:13:11 PM,,,,,1e93b23633d4745b1f9ef99abc,smc,Female,55+,"North West or North Central (Rockford, DeKalb, Moline, Rock Island, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,MacOS Desktop / Laptop,Female,"$50,000-$74,999",East North Central
118440161594,453292315,10/10/2023 06:06:40 PM,10/10/2023 06:08:33 PM,,,,,08db3cb5ddb325d2fe5025605b,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,No,Yes,Urban/city,> 60,MacOS Desktop / Laptop,Female,"$25,000-$49,999",East North Central
118440159588,453292315,10/10/2023 06:02:34 PM,10/10/2023 06:03:43 PM,,,,,3d70d9736b5d6da3f497793690,smc,Male,55+,"Central (Peoria, Champaign, Springfield, etc.)",All locked,,,"Biometric (Fingerprint, etc.) safe",,,,,,,,,No firearms in any household vehicles,No,,No,Yes,Rural,> 60,iOS Phone / Tablet,Male,"$75,000-$99,999",East North Central
118440152827,453292315,10/10/2023 05:50:52 PM,10/10/2023 05:53:18 PM,,,,,ad9169e368a308609d807aca0e,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,Yes,No/don't recall,Suburban,> 60,iOS Phone / Tablet,Female,"$50,000-$74,999",East North Central
118440152429,453292315,10/10/2023 05:51:35 PM,10/10/2023 05:52:51 PM,,,,,7e21fb3eff1397ea6529aa0e5c,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,,,Locked safe or case (not biometric),,,,,,,,No firearms in any household vehicles,No,,Yes,Yes,Suburban,> 60,Windows Desktop / Laptop,Male,"$75,000-$99,999",East North Central
118440149587,453292315,10/10/2023 05:44:57 PM,10/10/2023 05:47:46 PM,,,,,10dac53ac02027cee2ef840246,smc,Female,55+,"Central (Peoria, Champaign, Springfield, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,Yes,Yes,,Yes,Urban/city,> 60,Windows Desktop / Laptop,Female,"$25,000-$49,999",East North Central
118440149679,453292315,10/10/2023 05:47:10 PM,10/10/2023 05:47:31 PM,,,,,869b8ecaa6bca84811a71763dd,smc,Male,55+,"North West or North Central (Rockford, DeKalb, Moline, Rock Island, etc.)",No firearms in home or vehicles,,,,,,,,,,,,,,,,,,,,,,
118440143713,453292315,10/10/2023 05:37:14 PM,10/10/2023 05:37:37 PM,,,,,158412be2a3bad68d6be50205a,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,,,,,,,,,,,,,,,,,,,,,,
118440141270,453292315,10/10/2023 05:33:02 PM,10/10/2023 05:33:51 PM,,,,,7fbf88098472258709e3b92456,smc,Female,55+,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,No,No/don't recall,Rural,> 60,Android Phone / Tablet,Female,"$10,000-$24,999",East North Central
118440139290,453292315,10/10/2023 05:29:36 PM,10/10/2023 05:31:54 PM,,,,,74a6caf125efa434eaeb5d0dcd,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,Windows Desktop / Laptop,Female,"$75,000-$99,999",East North Central
118440137048,453292315,10/10/2023 05:26:14 PM,10/10/2023 05:27:39 PM,,,,,7d924ba46c6fb48d5a35af97df,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,MacOS Desktop / Laptop,Female,"$10,000-$24,999",East North Central
118440135367,453292315,10/10/2023 05:22:33 PM,10/10/2023 05:24:05 PM,,,,,a344994175dd4cfad49d8bd8a6,smc,Male,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,iOS Phone / Tablet,Male,"$50,000-$74,999",East North Central
118440134057,453292315,10/10/2023 05:21:45 PM,10/10/2023 05:22:53 PM,,,,,8af9878f1daf863a8fdc34b5cc,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,MacOS Desktop / Laptop,Female,"$175,000-$199,999",East North Central
118440133853,453292315,10/10/2023 05:21:12 PM,10/10/2023 05:22:40 PM,,,,,ca641648a8c5865cb156db2f18,smc,Female,55+,"North West or North Central (Rockford, DeKalb, Moline, Rock Island, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,No/don't recall,Rural,> 60,iOS Phone / Tablet,Female,Prefer not to answer,East North Central
118440132240,453292315,10/10/2023 05:18:25 PM,10/10/2023 05:19:10 PM,,,,,5cfaef51ca27604107ad120891,smc,Male,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,,,,Trigger Lock,,,,,Locked safe or case (not biometric) secured to vehicle,,,Yes,Yes,,Yes,Suburban,30-44,iOS Phone / Tablet,Male,"$25,000-$49,999",East North Central
118440130077,453292315,10/10/2023 05:15:43 PM,10/10/2023 05:17:20 PM,,,,,345a426687bea5572db737d909,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,No,Yes,Suburban,> 60,MacOS Desktop / Laptop,Female,Prefer not to answer,East North Central
118440129322,453292315,10/10/2023 05:13:37 PM,10/10/2023 05:16:24 PM,,,,,320e6ba4ef798d0b65b4094b17,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,Android Phone / Tablet,Female,"$100,000-$124,999",East North Central
118440126830,453292315,10/10/2023 05:11:30 PM,10/10/2023 05:12:27 PM,,,,,ab3c29291fb78529febfaf8ac3,smc,Female,55+,"Central (Peoria, Champaign, Springfield, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,No,Yes,Suburban,> 60,Windows Desktop / Laptop,Female,"$50,000-$74,999",East North Central
118440125513,453292315,10/10/2023 05:09:32 PM,10/10/2023 05:11:53 PM,,,,,5e93be908ffebc50e4e88842e8,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Other type of lock or safe (including cabinet or other locked area),,,,,,,,,,,,No,,Yes,Yes,Suburban,> 60,Android Phone / Tablet,Female,"$75,000-$99,999",Mountain
118440125416,453292315,10/10/2023 05:09:32 PM,10/10/2023 05:11:05 PM,,,,,750562a60db645ec5ce5bdd5fa,smc,Male,55+,"North West or North Central (Rockford, DeKalb, Moline, Rock Island, etc.)",No firearms in home or vehicles,"Drawer, nightstand, or other UNLOCKED area in home",,,,,,,,,,,,No,,Yes,No/don't recall,Urban/city,> 60,Android Phone / Tablet,Male,"$25,000-$49,999",East North Central
118440125774,453292315,10/10/2023 05:10:17 PM,10/10/2023 05:11:01 PM,,,,,7be0c9ce5f3442feb042744b09,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,No/don't recall,Urban/city,> 60,Android Phone / Tablet,Female,"$200,000+",East North Central
118440124888,453292315,10/10/2023 05:07:51 PM,10/10/2023 05:09:16 PM,,,,,a1f800919120ca9b106e336479,smc,Female,35-54,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Trigger lock,,,,,,,,,,,,No,,No,Yes,Suburban,45-60,iOS Phone / Tablet,Female,"$10,000-$24,999",East North Central
118440123861,453292315,10/10/2023 05:03:08 PM,10/10/2023 05:07:51 PM,,,,,7800875c0c5102cf2a767220cd,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",All locked,,,,,,Other type of lock or safe (including locked cabinet or other locked area),,,,,,No firearms in any household vehicles,No,,Yes,Yes,Suburban,45-60,iOS Phone / Tablet,Female,"$75,000-$99,999",East North Central
118440122712,453292315,10/10/2023 05:01:50 PM,10/10/2023 05:06:20 PM,,,,,aa1025834c5bce39241a89d84d,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,No,,Yes,Yes,Urban/city,> 60,iOS Phone / Tablet,Female,"$10,000-$24,999",East North Central
118440120998,453292315,10/10/2023 05:03:24 PM,10/10/2023 05:04:09 PM,,,,,2b1e1fa4b75fe99313d2c21bb9,smc,Male,21-34,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)",No firearms in home or vehicles,Locked safe or case (not biometric),,,,,,,,,,,,Yes,Children not old enough/don't visit other homes,,No/don't recall,Rural,30-44,Android Phone / Tablet,Male,"$75,000-$99,999",East North Central
118440117115,453292315,10/10/2023 04:57:56 PM,10/10/2023 04:59:23 PM,,,,,b8e9a4eeed228b40b83a582986,smc,Female,55+,"North East (Chicago, Suburbs of Chicago, Joliet, Aurora, Waukegan, Evanston, etc.)",No firearms in home or vehicles,"Biometric (fingerprint, etc.) safe",,,,,,,,,,,,No,,No,Yes,Suburban,> 60,Android Phone / Tablet,Female,"$175,000-$199,999",East North Central
118440114687,453292315,10/10/2023 04:53:55 PM,10/10/2023 04:54:47 PM,,,,,3accd1934dac283a5ad4937714,smc,Female,35-54,"Southern (Carbondale, Mount Vernon, East St. Louis, etc.)",All locked,,,"Biometric (Fingerprint, etc.) safe",,,,,,,,,No firearms in any household vehicles,No,,Yes,Yes,Suburban,45-60,iOS Phone / Tablet,Female,"$25,000-$49,999",East North Central
118440113944,453292315,10/10/2023 04:53:17 PM,10/10/2023 04:54:08 PM,,,,,ac02c133790f9357b82b1c8506,smc,Female,35-54,"Central (Peoria, Champaign, Springfield, etc.)","Some locked, some unlocked",,,,,Trigger Lock,,,,,,"Trunk, glovebox, under seat or other hidden but unsecured place",,Yes,No,,Yes,Rural,45-60,iOS Phone / Tablet,Female,"$150,000-$174,999",East North Central
118440114106,453292315,10/10/2023 04:52:42 PM,10/10/2023 04:53:51 PM,,,,,96ef2f5cdcd56e69e3b11cdab2,smc,Male,35-54,"Central (Peoria, Champaign, Springfield, etc.)",All locked,,,,Locked safe or case (not biometric),,,,,,,,No firearms in any household vehicles,Yes,No,,No/don't recall,Urban/city,30-44,Android Phone / Tablet,Male,"$75,000-$99,999",East North Central
